77	57	6	15	1	
0	10.00	10.00	0	0	960	0	2	
1	3.72	5.25	-3	606	623	2	0	
2	11.53	18.40	4	739	759	2	0	
3	11.31	19.28	5	166	185	3	0	
4	1.18	1.29	3	100	113	2	0	
5	1.41	3.76	1	82	93	1	0	
6	5.66	1.93	-5	649	660	3	0	
7	0.50	5.32	5	567	582	3	0	
8	8.58	4.93	5	94	101	3	0	
9	3.81	7.83	-2	682	688	1	0	
10	10.91	19.26	-4	757	763	2	0	
11	6.32	6.90	-4	764	780	2	0	
12	4.81	2.67	-3	205	218	2	0	
13	1.72	3.26	3	553	572	2	0	
14	1.55	7.18	6	678	692	3	0	
15	11.37	18.87	-3	74	87	2	0	
16	4.45	2.20	2	857	873	1	0	
17	10.90	19.27	-2	83	103	1	0	
18	10.44	18.47	1	201	214	1	0	
19	7.44	6.90	-5	143	162	3	0	
20	17.66	8.19	3	712	731	2	0	
21	7.65	5.45	1	161	176	1	0	
22	14.30	11.41	1	177	182	1	0	
23	2.17	0.98	1	166	181	1	0	
24	1.52	5.80	3	796	813	2	0	
25	5.50	5.31	6	768	784	3	0	
26	6.66	3.84	6	608	626	3	0	
27	2.48	7.15	5	202	215	3	0	
28	1.99	3.93	-1	218	237	1	0	
29	0.86	7.98	3	217	230	2	0	
30	6.21	5.65	6	238	252	3	0	
31	15.36	7.53	5	754	771	3	0	
32	0.04	6.12	-6	865	883	3	0	
33	7.88	4.90	5	186	199	3	0	
34	16.82	6.95	-6	233	253	3	0	
35	5.69	7.38	-3	207	214	2	0	
36	12.34	19.83	4	646	656	2	0	
37	10.28	17.87	-1	824	835	1	0	
38	1.85	3.02	3	726	733	2	0	
39	2.91	7.72	-3	262	269	2	0	
40	11.54	17.75	-2	786	802	1	0	
41	1.07	3.70	6	761	769	3	0	
42	5.35	4.51	-5	716	735	3	0	
43	6.04	2.89	-1	883	894	1	0	
44	16.80	9.02	6	172	178	3	0	
45	11.71	17.20	5	659	674	3	0	
46	14.51	18.21	4	764	784	2	0	
47	3.40	2.12	3	54	73	2	0	
48	1.62	5.17	3	707	720	2	0	
49	1.39	9.12	3	166	179	2	0	
50	3.23	4.34	2	203	209	1	0	
51	16.69	7.54	3	171	180	2	0	
52	3.54	4.21	4	223	233	2	0	
53	6.58	5.99	-5	118	135	3	0	
54	2.00	8.58	-1	763	776	1	0	
55	4.63	5.12	3	197	214	2	0	
56	7.90	5.82	3	675	686	2	0	
57	18.14	8.39	-6	526	542	3	0	
58	2.65	6.91	-5	69	76	3	0	
59	4.19	2.89	-3	655	674	2	0	
60	6.80	4.51	-5	329	340	3	0	
61	3.64	7.29	-6	849	861	3	0	
62	3.97	1.95	-2	281	295	1	0	
63	11.20	17.64	4	346	358	2	0	
64	7.88	4.81	-4	807	827	2	0	
65	2.00	7.15	-3	776	781	2	0	
66	1.95	4.10	2	569	587	1	0	
67	11.13	17.80	-5	702	719	3	0	
68	12.56	18.58	5	767	772	3	0	
69	2.13	1.93	-6	736	752	3	0	
70	3.37	4.18	2	812	818	1	0	
71	8.02	3.96	-3	494	499	2	0	
72	2.82	5.71	-1	271	276	1	0	
73	6.25	5.47	-4	273	281	2	0	
74	1.41	8.48	5	35	44	3	0	
75	16.31	6.30	3	687	700	2	0	
76	11.92	18.05	-3	618	625	2	0	
77	2.79	4.88	4	583	601	2	0	
78	3.80	6.67	6	82	90	3	0	
79	15.48	10.21	5	815	834	3	0	
80	1.25	2.01	1	749	764	1	0	
81	7.00	5.29	-2	133	139	1	0	
82	6.37	5.43	4	92	110	2	0	
83	12.38	18.77	6	223	231	3	0	
84	6.22	6.64	5	333	352	3	0	
85	13.39	19.19	4	75	85	2	0	
86	6.17	4.89	5	723	736	3	0	
87	0.27	6.62	-2	166	180	1	0	
88	1.17	7.82	3	146	151	2	0	
89	11.47	17.63	-5	266	283	3	0	
90	15.09	10.65	5	171	178	3	0	
91	4.04	4.49	2	684	704	1	0	
92	10.91	18.99	-4	263	279	2	0	
93	18.24	7.47	1	224	229	1	0	
94	16.41	9.28	-1	820	835	1	0	
95	16.62	8.75	4	808	826	2	0	
96	1.31	7.39	-4	629	645	2	0	
97	17.55	8.16	-4	68	84	2	0	
98	5.20	4.21	-1	773	778	1	0	
99	0.60	8.78	6	794	802	3	0	
100	4.58	6.73	-5	815	822	3	0	
101	5.37	1.92	5	255	272	3	0	
102	0.97	6.23	1	287	302	1	0	
103	19.30	9.18	3	754	773	2	0	
104	4.87	3.38	4	704	718	2	0	
105	5.72	4.37	-5	286	299	3	0	
106	10.37	16.98	-6	806	820	3	0	
107	3.51	5.56	6	285	301	3	0	
108	6.51	6.10	3	134	143	2	0	
109	0.93	7.23	2	740	760	1	0	
110	5.76	7.09	-5	740	757	3	0	
111	0.83	2.85	5	695	714	3	0	
112	1.18	7.04	-2	215	229	1	0	
113	3.43	2.94	3	140	145	2	0	
114	2.22	6.53	6	242	250	3	0	
115	2.90	4.41	-4	769	779	2	0	
116	8.55	5.62	-5	717	724	3	0	
117	9.96	18.85	5	771	776	3	0	
118	0.78	8.45	5	144	155	3	0	
119	13.74	7.39	-5	621	634	3	0	
120	1.70	5.79	-2	328	334	1	0	
121	1.58	3.80	4	27	39	2	0	
122	2.83	7.27	-5	294	305	3	0	
123	12.94	18.77	1	921	930	1	0	
124	4.35	3.37	-1	314	323	1	0	
125	2.15	4.93	4	91	107	2	0	
126	3.33	3.94	6	259	308	2	1	
127	15.66	7.19	8	342	401	2	1	
128	2.09	3.46	3	297	357	1	1	
129	13.07	19.67	6	96	130	2	1	
130	16.00	7.62	-7	624	678	2	1	
131	6.18	1.95	-9	137	186	3	1	
132	0.62	6.48	-4	228	281	1	1	
133	3.10	3.93	1	554	597	0	1	
134	5.55	1.34	1	677	731	0	1	
135	16.85	8.83	14	522	569	4	1	
136	15.22	8.00	7	334	367	2	1	
137	11.53	19.94	2	642	685	1	1	
138	10.61	17.16	-10	575	628	3	1	
139	4.52	2.94	14	171	223	4	1	
140	1.40	7.00	12	574	614	4	1	
141	12.14	19.90	-7	274	326	2	1	
142	16.40	8.59	-5	75	130	2	1	
143	1.03	2.90	-6	542	599	2	1	
144	15.28	8.27	-13	515	546	4	1	
145	3.23	4.70	9	808	862	3	1	
146	1.21	5.76	8	421	452	2	1	
147	4.47	4.94	10	458	510	3	1	
148	2.72	3.49	12	200	245	4	1	
149	8.83	18.41	13	193	251	4	1	
150	1.26	6.91	12	166	206	4	1	
151	16.41	7.04	9	441	477	3	1	
152	10.04	19.84	9	523	561	3	1	
153	7.27	3.34	8	345	382	2	1	
154	7.66	3.89	-1	294	346	0	1	
155	14.19	8.32	13	130	174	4	1	
156	11.09	19.59	4	736	790	1	1	
157	7.57	7.47	-13	563	600	4	1	
158	5.33	2.90	-9	214	269	3	1	
159	2.27	4.54	6	397	454	2	1	
160	1.77	6.71	1	375	423	0	1	
161	4.17	3.71	14	281	331	4	1	
162	2.12	0.20	11	548	595	3	1	
163	5.96	1.78	1	568	624	0	1	
164	2.88	4.72	14	384	423	4	1	
165	12.53	19.98	13	344	390	4	1	
166	4.87	2.41	15	624	677	5	1	
167	3.74	7.36	9	204	253	3	1	
168	6.14	6.10	-11	269	307	3	1	
169	9.83	17.85	-10	681	739	3	1	
170	4.05	2.72	-12	136	179	4	1	
171	5.32	5.72	-12	257	297	4	1	
172	12.10	17.80	-2	479	531	1	1	
173	3.74	4.08	1	553	609	0	1	
174	7.87	7.39	11	280	328	3	1	
175	17.66	7.91	13	531	575	4	1	
176	7.36	3.06	10	380	414	3	1	
177	17.28	8.33	-14	672	702	4	1	
178	17.45	7.25	-4	435	495	1	1	
179	19.53	9.90	-8	106	148	2	1	
180	1.36	1.79	4	580	628	1	1	
181	6.33	5.34	-12	462	514	4	1	
182	1.34	5.47	13	353	409	4	1	
183	2.44	5.05	3	224	269	1	1	
184	6.53	4.99	-1	272	305	0	1	
185	2.25	9.08	-8	584	629	2	1	
186	7.68	3.92	-7	497	538	2	1	
187	3.19	3.27	14	290	329	4	1	
188	3.12	7.97	7	519	572	2	1	
189	18.11	5.87	12	230	266	4	1	
190	0.37	5.67	-7	582	619	2	1	
191	11.11	18.82	-8	389	440	2	1	
192	2.74	4.63	-8	609	644	2	1	
193	3.74	6.98	7	737	795	2	1	
194	3.75	6.89	-14	478	532	4	1	
195	4.28	7.10	15	196	243	5	1	
196	1.13	6.22	14	315	367	4	1	
197	13.59	8.98	-9	171	208	3	1	
198	1.35	5.07	5	503	546	2	1	
199	1.95	1.78	-15	666	698	5	1	
200	3.40	8.44	15	599	642	5	1	
201	1.74	8.07	2	636	676	1	1	
202	3.67	3.48	-9	269	329	3	1	
203	12.12	19.62	-10	607	641	3	1	
204	5.60	3.65	-5	94	134	2	1	
205	2.96	5.97	-4	282	338	1	1	
206	2.27	3.53	13	525	560	4	1	
207	3.29	2.20	1	217	247	0	1	
208	5.84	4.73	11	557	599	3	1	
209	16.83	7.88	14	260	297	4	1	
210	11.43	19.76	3	819	872	1	1	
211	5.52	4.86	5	359	397	2	1	
212	11.51	18.33	10	647	691	3	1	
213	0.37	1.60	-5	198	231	2	1	
214	0.28	6.87	-5	304	342	2	1	
215	9.51	19.42	4	314	350	1	1	
216	1.79	7.68	1	546	576	0	1	
217	7.76	6.70	13	690	725	4	1	
218	6.77	5.55	-14	285	332	4	1	
219	5.53	6.09	10	633	683	3	1	
220	2.33	5.46	10	803	835	3	1	
221	0.87	3.21	-11	524	562	3	1	
222	11.81	19.90	1	529	559	0	1	
223	3.11	6.50	-7	518	566	2	1	
224	0.37	6.81	-15	568	614	5	1	
225	17.54	5.33	3	224	282	1	1	
226	3.26	5.08	0	0	960	0	2	
227	16.35	5.92	0	0	960	0	2	
228	16.58	6.98	0	0	960	0	2	
229	2.33	7.41	0	0	960	0	2	
230	11.47	15.97	0	0	960	0	2	
231	0.61	7.10	0	0	960	0	2	
232	5.94	1.09	0	0	960	0	2	
233	1.62	1.69	0	0	960	0	2	
234	12.39	17.19	0	0	960	0	2	
235	5.58	3.19	0	0	960	0	2	
236	17.78	7.77	0	0	960	0	2	
237	0.01	5.95	0	0	960	0	2	
238	7.25	6.59	0	0	960	0	2	
239	7.92	8.01	0	0	960	0	2	
240	2.91	3.99	0	0	960	0	2	
241	0.06	8.36	0	0	960	0	2	
242	5.73	2.01	0	0	960	0	2	
243	2.13	1.57	0	0	960	0	2	
244	1.53	2.34	0	0	960	0	2	
245	6.61	0.24	0	0	960	0	2	
246	3.58	2.20	0	0	960	0	2	
247	6.82	6.82	0	0	960	0	2	
248	1.31	7.28	0	0	960	0	2	
249	7.54	4.35	0	0	960	0	2	
250	1.04	6.19	0	0	960	0	2	
