1	4	6	15	1	
0	10.00	10.00	0	0	960	0	2	
1	1.18	16.02	-6	625	633	3	0	
2	3.18	2.54	5	884	901	3	0	
3	0.76	10.36	-2	709	715	1	0	
4	7.14	6.77	6	454	464	3	0	
5	18.37	3.63	-5	184	189	3	0	
6	0.86	3.25	2	826	846	1	0	
7	18.07	1.03	-1	755	760	1	0	
8	4.77	18.82	1	175	180	1	0	
9	17.42	9.55	4	223	231	2	0	
10	14.48	1.11	1	678	685	1	0	
11	4.96	15.58	-6	915	935	3	0	
12	17.42	12.63	5	48	63	3	0	
13	4.24	14.06	-3	572	583	2	0	
14	6.93	16.50	-6	885	901	3	0	
15	1.97	10.38	-3	711	716	2	0	
16	5.08	8.61	5	829	844	3	0	
17	13.59	6.81	1	129	148	1	0	
18	12.46	1.71	4	843	859	2	0	
19	19.78	18.30	1	665	680	1	0	
20	4.76	9.33	3	261	276	2	0	
21	7.52	2.50	-1	755	774	1	0	
22	15.05	10.53	-3	221	234	2	0	
23	16.07	1.27	2	184	204	1	0	
24	12.55	18.37	2	715	729	1	0	
25	13.44	3.18	-1	783	800	1	0	
26	5.03	0.52	-4	939	987	1	1	
27	19.30	0.01	-6	428	472	2	1	
28	10.18	3.94	5	813	844	2	1	
29	1.27	2.01	8	535	576	2	1	
30	5.87	2.21	14	40	76	4	1	
31	4.61	2.69	-2	356	388	1	1	
32	4.02	5.34	15	753	800	5	1	
33	5.95	2.56	-6	422	457	2	1	
34	13.87	17.87	-13	213	267	4	1	
35	1.39	0.61	6	788	845	2	1	
36	16.74	18.48	12	519	575	4	1	
37	4.57	19.16	13	334	377	4	1	
38	0.72	15.89	-9	563	602	3	1	
39	16.01	2.34	4	892	947	1	1	
40	12.35	18.28	-3	670	703	1	1	
41	18.58	13.51	6	666	711	2	1	
42	17.85	9.46	13	891	940	4	1	
43	9.70	15.17	12	204	250	4	1	
44	13.09	6.71	-8	753	808	2	1	
45	10.69	7.77	3	38	69	1	1	
46	7.38	14.85	0	0	960	0	2	
47	5.52	3.74	0	0	960	0	2	
48	11.13	14.35	0	0	960	0	2	
49	8.65	4.63	0	0	960	0	2	
50	0.42	15.01	0	0	960	0	2	
